sample_id,source_group,legacy_payload_hash,D_payload_hash,changed
seed_000307,seed_000307,bea69540971b295b4dd0ae9a808ad2022b5c26756659477746047bf115131b90,bea69540971b295b4dd0ae9a808ad2022b5c26756659477746047bf115131b90,0
aug_seed_000177_relational_format_variant_003,seed_000177,152d486b43a1cb4acebfa5344dc7890db4c54c5d07d0e484baaba1ce20067d9c,152d486b43a1cb4acebfa5344dc7890db4c54c5d07d0e484baaba1ce20067d9c,0
aug_seed_000085_single_row_subset_002,seed_000085,5d1f7b9bea91a74a9e9b437332f480fcbaebe412873873b31cfc6de7bdc03567,5d1f7b9bea91a74a9e9b437332f480fcbaebe412873873b31cfc6de7bdc03567,0
aug_seed_000272_single_row_subset_001,seed_000272,826ac69cdb86097c9245a055cd30f99da69099eb690896d12b5349c87825a995,826ac69cdb86097c9245a055cd30f99da69099eb690896d12b5349c87825a995,0
aug_seed_000299_single_row_subset_001,seed_000299,2c986c5a11fba2d31783d9726f126c0968aed49e44f387c7dfba8826d2c211b1,2c986c5a11fba2d31783d9726f126c0968aed49e44f387c7dfba8826d2c211b1,0
seed_000196,seed_000196,1f3dffc4af3525d204431ab1b0d941a2e1ac7d387670c68b265f80362537bb7b,1f3dffc4af3525d204431ab1b0d941a2e1ac7d387670c68b265f80362537bb7b,0
aug_seed_000101_small_batch_subset_001,seed_000101,ae4ac19d30a7389a66c1ff36424ee6e199198fb1d4a1ec1b723adca2ce396eab,ae4ac19d30a7389a66c1ff36424ee6e199198fb1d4a1ec1b723adca2ce396eab,0
seed_000300,seed_000300,a67b495ed9a55b7c5385deb79f6ba10d34510d4669ba3a1c3f29769bbfdb87c0,a67b495ed9a55b7c5385deb79f6ba10d34510d4669ba3a1c3f29769bbfdb87c0,0
aug_seed_000076_single_row_subset_002,seed_000076,e49afe54fae00eacb771c702b9a5950f206b3b722a03a737614c2646247cd783,e49afe54fae00eacb771c702b9a5950f206b3b722a03a737614c2646247cd783,0
seed_000175,seed_000175,876374b9de6262eaa289298fbeb83b41c472e27e5e59d75dbf648e0e086878dc,876374b9de6262eaa289298fbeb83b41c472e27e5e59d75dbf648e0e086878dc,0
aug_seed_000054_single_row_subset_001,seed_000054,3be160db56af1ef4806f690aebca9efb9a2de07011e79845518d37f7f042f7a4,3be160db56af1ef4806f690aebca9efb9a2de07011e79845518d37f7f042f7a4,0
aug_seed_000178_single_row_subset_001,seed_000178,c565da1d4b43c4154e3919cfaf39cb07589b38c96ed76fca13e5b98a887a8bfd,c565da1d4b43c4154e3919cfaf39cb07589b38c96ed76fca13e5b98a887a8bfd,0
aug_seed_000251_single_row_subset_001,seed_000251,536b342a38424860c538cd3b84f26c0bd152b2fca0e666558e1232a1979a9379,536b342a38424860c538cd3b84f26c0bd152b2fca0e666558e1232a1979a9379,0
aug_seed_000221_single_row_subset_001,seed_000221,afd97f3ebc3d015c91dd75212dda89cb08656c3ae941e684c831337c12b3a444,afd97f3ebc3d015c91dd75212dda89cb08656c3ae941e684c831337c12b3a444,0
seed_000030,seed_000030,3917a737aa1a5cb26eb575e0a96ddae0f74ce8091bc8d0eebd8e38b0904fb09d,3917a737aa1a5cb26eb575e0a96ddae0f74ce8091bc8d0eebd8e38b0904fb09d,0
seed_000272,seed_000272,66216f7bfa4bb26e58d8cf4ef6a2f2e6bc61285c1c5dfae1c1518e6b64340119,66216f7bfa4bb26e58d8cf4ef6a2f2e6bc61285c1c5dfae1c1518e6b64340119,0
aug_seed_000175_small_batch_subset_001,seed_000175,2839b40101304397b32b31df5a41eb2cb3657851f30e209b27d10669f3adac10,2839b40101304397b32b31df5a41eb2cb3657851f30e209b27d10669f3adac10,0
aug_seed_000004_relational_format_variant_002,seed_000004,434187c759b2f35679c034ccb3088b96f76cabc53bb1da4d6996b7afc8a1bc05,434187c759b2f35679c034ccb3088b96f76cabc53bb1da4d6996b7afc8a1bc05,0
seed_000328,seed_000328,9e2aa5594f6b5489fb5646c0da9d2a44e5c6154ea667369afaa64a4b67a56975,9e2aa5594f6b5489fb5646c0da9d2a44e5c6154ea667369afaa64a4b67a56975,0
seed_000148,seed_000148,3379fdc466ab47e6ba60fff534ed4735b62257733cda352ce69784fa4cd0c4f2,3379fdc466ab47e6ba60fff534ed4735b62257733cda352ce69784fa4cd0c4f2,0
seed_000313,seed_000313,685f44cf51f55abe497fe64d82844205da86971c5700702dc53e08b031a4885b,685f44cf51f55abe497fe64d82844205da86971c5700702dc53e08b031a4885b,0
aug_seed_000172_relational_format_variant_001,seed_000172,29885fcd29d5df1a8bb9d08f881caaa62c926a5ff1519924a89c0a16b531988f,29885fcd29d5df1a8bb9d08f881caaa62c926a5ff1519924a89c0a16b531988f,0
aug_seed_000202_relational_format_variant_002,seed_000202,9295b152c17e1ad063442b7ebc24a409a7e6d3d5d6fa5bdfbfad701db6decdc1,9295b152c17e1ad063442b7ebc24a409a7e6d3d5d6fa5bdfbfad701db6decdc1,0
aug_seed_000005_single_row_subset_001,seed_000005,a379a61fc94251cd54452dc47c8de47a3a094e9477a89d1ac6edd4eaf92951c6,a379a61fc94251cd54452dc47c8de47a3a094e9477a89d1ac6edd4eaf92951c6,0
aug_seed_000289_single_row_subset_001,seed_000289,00f4c5f5a78240cb457fec9c7a54ed805ef5cc0563f0e6799a12db238c1f2def,00f4c5f5a78240cb457fec9c7a54ed805ef5cc0563f0e6799a12db238c1f2def,0
aug_seed_000051_single_row_subset_001,seed_000051,25f68bad9a319a18ac6665a37c91d01c0c259d21ea9496c57b85ce1eb582509e,25f68bad9a319a18ac6665a37c91d01c0c259d21ea9496c57b85ce1eb582509e,0
seed_000131,seed_000131,6f81755d18b9478e1620d56c358880fca0c03a9f00cf343d19ff40c414134f9f,6f81755d18b9478e1620d56c358880fca0c03a9f00cf343d19ff40c414134f9f,0
aug_seed_000328_single_row_subset_001,seed_000328,7a534592932e83dd27ff8ede6ee7c109f8a82019d206e73881fa490851d56ad6,7a534592932e83dd27ff8ede6ee7c109f8a82019d206e73881fa490851d56ad6,0
seed_000084,seed_000084,84e63a8a47247fa8f5193196b0891ce1773c171e54dae95ecfac6d781031afc6,84e63a8a47247fa8f5193196b0891ce1773c171e54dae95ecfac6d781031afc6,0
seed_000276,seed_000276,4857460a6f2f5c9f2be0779f64f375dede60f12b64c079f254744e58c1d08d1b,4857460a6f2f5c9f2be0779f64f375dede60f12b64c079f254744e58c1d08d1b,0
aug_seed_000321_single_row_subset_001,seed_000321,9d97e8b6da33405a22fdeb82bf3dbe6b81ab7fdefc1087aa79f28d6c639ae436,9d97e8b6da33405a22fdeb82bf3dbe6b81ab7fdefc1087aa79f28d6c639ae436,0
aug_seed_000112_relational_format_variant_003,seed_000112,c1268397bc2e18430a0de07c02b0a328ba1fa1056676a842e15438c0b4d6109b,c1268397bc2e18430a0de07c02b0a328ba1fa1056676a842e15438c0b4d6109b,0
aug_seed_000128_single_row_subset_001,seed_000128,265d09c33fa1188a35da3cca041a0dbd4805cfe436f6cd44ab21f9f4d08d0581,265d09c33fa1188a35da3cca041a0dbd4805cfe436f6cd44ab21f9f4d08d0581,0
seed_000092,seed_000092,43b315b7d95f9f6031c86b799dbff97933d696db005efc19680691052d304d28,43b315b7d95f9f6031c86b799dbff97933d696db005efc19680691052d304d28,0
aug_seed_000334_single_row_subset_001,seed_000334,40bef25f6fc9c65bd4786e4a8468eaa4a49b9b253fa47fa8b85d0c161482239e,40bef25f6fc9c65bd4786e4a8468eaa4a49b9b253fa47fa8b85d0c161482239e,0
seed_000353,seed_000353,08c6d9f71879ba0c38871588aee17ec7d3b6cc5d9742bdd247f3f7e2f6c48a86,08c6d9f71879ba0c38871588aee17ec7d3b6cc5d9742bdd247f3f7e2f6c48a86,0
seed_000271,seed_000271,0943b789e592c0f9004675ff1f1c1787321ca1bbfaa64373f14d2dda15d8e4ad,0943b789e592c0f9004675ff1f1c1787321ca1bbfaa64373f14d2dda15d8e4ad,0
aug_seed_000293_relational_format_variant_003,seed_000293,e97308aa6ea1be5b10941a687996cc2157d95df1aebcdf1d80db5912d52102e6,e97308aa6ea1be5b10941a687996cc2157d95df1aebcdf1d80db5912d52102e6,0
seed_000264,seed_000264,24093919129357643f57df1fead76d6d36a6d2dbfc0d8c1cca106c4dd43120cf,24093919129357643f57df1fead76d6d36a6d2dbfc0d8c1cca106c4dd43120cf,0
seed_000079,seed_000079,e9fa36135f9e8ae8bd1b41af841d6654977dcaca13a47710fc8e70d0fa3a469c,e9fa36135f9e8ae8bd1b41af841d6654977dcaca13a47710fc8e70d0fa3a469c,0
aug_seed_000314_single_row_subset_001,seed_000314,f1f40e9f98606182dcb3a696363a86afb3dad10ade5d20d66ac90e0a23233b9e,f1f40e9f98606182dcb3a696363a86afb3dad10ade5d20d66ac90e0a23233b9e,0
seed_000253,seed_000253,6d6e1bba87f1b0699f23f73ee9a708f5e58add6bd4e53ac0cb289f349aa420b4,6d6e1bba87f1b0699f23f73ee9a708f5e58add6bd4e53ac0cb289f349aa420b4,0
aug_seed_000343_single_row_subset_001,seed_000343,3cd99c42ec05e56bd6606146251bf142c943ee8b1546e9e40f9aa38d94ddb712,3cd99c42ec05e56bd6606146251bf142c943ee8b1546e9e40f9aa38d94ddb712,0
aug_seed_000309_relational_format_variant_002,seed_000309,d4b5108f4e44a17aa4149af595dfdfecdb05a117bcc7416754ef0db7d3d23e17,d4b5108f4e44a17aa4149af595dfdfecdb05a117bcc7416754ef0db7d3d23e17,0
aug_seed_000072_relational_format_variant_001,seed_000072,a0a9caade3890c5160371e1595ebf7b2cd90e4e7bd7c30f7b376904a9fc7e209,a0a9caade3890c5160371e1595ebf7b2cd90e4e7bd7c30f7b376904a9fc7e209,0
seed_000266,seed_000266,3d925bf5e16602433bd5ac4aba639c2e92fdb783f51eac6459811f35a465ef0f,3d925bf5e16602433bd5ac4aba639c2e92fdb783f51eac6459811f35a465ef0f,0
aug_seed_000154_single_row_subset_001,seed_000154,98e556a1584c2a2331b6b2fc9d1a13b3abcfa0826641476a532582e0bd0c973b,98e556a1584c2a2331b6b2fc9d1a13b3abcfa0826641476a532582e0bd0c973b,0
seed_000273,seed_000273,a0403aa2fc6e1ebf60fd2d175489f00bcd554c84dc12c53857f357e91add71bd,a0403aa2fc6e1ebf60fd2d175489f00bcd554c84dc12c53857f357e91add71bd,0
aug_seed_000353_small_batch_subset_001,seed_000353,c938871771cf7db62688382bfa12da1b9d62b79ae3c91e80ee4c5bb827937f88,c938871771cf7db62688382bfa12da1b9d62b79ae3c91e80ee4c5bb827937f88,0
aug_seed_000307_small_batch_subset_001,seed_000307,734f28011a6edb297d8b0eb8ab0e6a71af85f1f0642fc7f4c6f9f8a3ef3c9363,734f28011a6edb297d8b0eb8ab0e6a71af85f1f0642fc7f4c6f9f8a3ef3c9363,0
aug_seed_000257_single_row_subset_001,seed_000257,bef0b4f7675f0713598533a99fe6cdd97ef16bf7f1fda33552fdc36416b236e1,bef0b4f7675f0713598533a99fe6cdd97ef16bf7f1fda33552fdc36416b236e1,0
seed_000206,seed_000206,d7a619dfc9809e4a35a66d2c022f69537dc8fe07fff5bb58ab823a1bfae639eb,d7a619dfc9809e4a35a66d2c022f69537dc8fe07fff5bb58ab823a1bfae639eb,0
seed_000254,seed_000254,cc4534759e431027849660e57e7822e744eaeea5e85470d4ac3a7689054daba2,cc4534759e431027849660e57e7822e744eaeea5e85470d4ac3a7689054daba2,0
aug_seed_000171_single_row_subset_001,seed_000171,3e90b1eb94b6e205cd66364c211e1da9b78dc12009094dc2e80ddaa76b62115a,3e90b1eb94b6e205cd66364c211e1da9b78dc12009094dc2e80ddaa76b62115a,0
aug_seed_000042_single_row_subset_001,seed_000042,312d905201134aadd89f00f5d4004d5ac0839abc60828541816d619dfb6b1bfd,312d905201134aadd89f00f5d4004d5ac0839abc60828541816d619dfb6b1bfd,0
aug_seed_000208_single_row_subset_001,seed_000208,9aaf7bd1cca35c7db638a487ca9d7d930dbe22f4ca5609e4c189b7aea4d0ce11,9aaf7bd1cca35c7db638a487ca9d7d930dbe22f4ca5609e4c189b7aea4d0ce11,0
seed_000154,seed_000154,55b7bfd874cb6e55703e18e8a2b57236203f7cd89d16db42c2d9f2f2e98c8157,55b7bfd874cb6e55703e18e8a2b57236203f7cd89d16db42c2d9f2f2e98c8157,0
aug_seed_000347_single_row_subset_001,seed_000347,1d352522a4efe024ec746219c49267fc0d9e4a24262c644b797b226f17e656fe,1d352522a4efe024ec746219c49267fc0d9e4a24262c644b797b226f17e656fe,0
aug_seed_000066_single_row_subset_002,seed_000066,0d0f92137ec595387b3a0d149db23a8a76d5ee484164ef8ad48448bf14d7c3d0,0d0f92137ec595387b3a0d149db23a8a76d5ee484164ef8ad48448bf14d7c3d0,0
seed_000187,seed_000187,e10d21bcfeede6cff6c4541f21f7e3bf5a1807afb5b26eb1dfbd7c8ad5871439,e10d21bcfeede6cff6c4541f21f7e3bf5a1807afb5b26eb1dfbd7c8ad5871439,0
aug_seed_000252_small_batch_subset_001,seed_000252,75c957b8ff581421a76295cc3d07126f07a10d63ce3ba25708a5cb8239e96896,75c957b8ff581421a76295cc3d07126f07a10d63ce3ba25708a5cb8239e96896,0
aug_seed_000022_single_row_subset_002,seed_000022,00a216d380bb17dccfb090d878bc67c13d667ae5c38ce841cb5e8a9296a7a64f,00a216d380bb17dccfb090d878bc67c13d667ae5c38ce841cb5e8a9296a7a64f,0
seed_000150,seed_000150,ceb2e501c7eec0622ca995ef7085463f8c8da3763706ff0b24bd0a05a5747ddd,ceb2e501c7eec0622ca995ef7085463f8c8da3763706ff0b24bd0a05a5747ddd,0
aug_seed_000181_single_row_subset_001,seed_000181,25cc71fd6088f45160af35b8a8d77729ee81b4ec6e72534743f55a9409d50957,25cc71fd6088f45160af35b8a8d77729ee81b4ec6e72534743f55a9409d50957,0
aug_seed_000004_relational_format_variant_001,seed_000004,6c413910c847ce93064798fe1aa4802c57f6feac189cc43a3577c46f989b0465,6c413910c847ce93064798fe1aa4802c57f6feac189cc43a3577c46f989b0465,0
aug_seed_000169_single_row_subset_001,seed_000169,151ccb0b9100447c0296bd981d1a3c90bad9ffa23652907cf2ac557b6d9950b4,151ccb0b9100447c0296bd981d1a3c90bad9ffa23652907cf2ac557b6d9950b4,0
seed_000299,seed_000299,fa68079c81c05a80cac4b67d8c0de69de55f28c167ef40aadd22dcb3ae559e52,fa68079c81c05a80cac4b67d8c0de69de55f28c167ef40aadd22dcb3ae559e52,0
aug_seed_000274_single_row_subset_001,seed_000274,c9f5f319cac94cdec9cada1257b86ffa40779022d8313bc6ccead1437a3f6036,c9f5f319cac94cdec9cada1257b86ffa40779022d8313bc6ccead1437a3f6036,0
aug_seed_000052_small_batch_subset_001,seed_000052,520f5a3b8d1d92702b375decb53012cf6f45a9799d5956970eed2be93a65eb86,520f5a3b8d1d92702b375decb53012cf6f45a9799d5956970eed2be93a65eb86,0
seed_000274,seed_000274,2ed09837e2565732b380f2084a8c1cf9b89f39ffe01fef45f14f4a28c6b3c55e,2ed09837e2565732b380f2084a8c1cf9b89f39ffe01fef45f14f4a28c6b3c55e,0
aug_seed_000135_single_row_subset_001,seed_000135,00f52eb0e2b842d07ed53b363f01330dd2d3c186b5e9c25ac3f126e5e9f8781a,00f52eb0e2b842d07ed53b363f01330dd2d3c186b5e9c25ac3f126e5e9f8781a,0
aug_seed_000013_small_batch_subset_002,seed_000013,44e1e831880ac86d50d123d0d05c5610a61686218a1388201c5fb342244e3029,44e1e831880ac86d50d123d0d05c5610a61686218a1388201c5fb342244e3029,0
aug_seed_000121_small_batch_subset_001,seed_000121,97830a958299c06509aad456e76167c6cfd2062ec95e2a611c7b51af4dc977d8,97830a958299c06509aad456e76167c6cfd2062ec95e2a611c7b51af4dc977d8,0
seed_000208,seed_000208,72a7638971a5e958830000b5fe50fc19fddb5992706af0219796a22bac381333,72a7638971a5e958830000b5fe50fc19fddb5992706af0219796a22bac381333,0
aug_seed_000190_single_row_subset_001,seed_000190,e073615b1263df4ad1e2afb54394785a4bbbd751119656cf2673cb99bcc345a3,e073615b1263df4ad1e2afb54394785a4bbbd751119656cf2673cb99bcc345a3,0
seed_000185,seed_000185,1cd62888e89baaed240315caefd72e24af4b759a0ea55c3b56113742f6ac0589,1cd62888e89baaed240315caefd72e24af4b759a0ea55c3b56113742f6ac0589,0
seed_000337,seed_000337,cb1fed36a428f0abbe83ec4bd04a9c72ab477dbd65b0c351520479180bce3651,cb1fed36a428f0abbe83ec4bd04a9c72ab477dbd65b0c351520479180bce3651,0
seed_000059,seed_000059,7b64be4062b14cac2de19ad3098561c47b4014056aa2f775cf154672596fb07e,7b64be4062b14cac2de19ad3098561c47b4014056aa2f775cf154672596fb07e,0
aug_seed_000203_single_row_subset_001,seed_000203,80f19cc3646d2bdea3b0e746c19ad1bfe9438899817fe4ec4ee84543d1fd29f1,80f19cc3646d2bdea3b0e746c19ad1bfe9438899817fe4ec4ee84543d1fd29f1,0
aug_seed_000121_single_row_subset_002,seed_000121,88821f417fe1a240cf5dbab2fedd6da6d58d22d3af4e1e972715141f7f162cc8,88821f417fe1a240cf5dbab2fedd6da6d58d22d3af4e1e972715141f7f162cc8,0
aug_seed_000005_single_row_subset_002,seed_000005,02436c1339a78df4ebbb3f6565d9a684a3510ae62f037cc4212008347cb69cba,02436c1339a78df4ebbb3f6565d9a684a3510ae62f037cc4212008347cb69cba,0
seed_000066,seed_000066,b740f02e47ee5df3de91bed0f67aa45312dc24e46417c902d9a4cd96dc33df4f,b740f02e47ee5df3de91bed0f67aa45312dc24e46417c902d9a4cd96dc33df4f,0
aug_seed_000094_small_batch_subset_001,seed_000094,f16c1793b3aee8609e451d5c7725f835c33833ba8cd0495c87e48f0284ce138d,f16c1793b3aee8609e451d5c7725f835c33833ba8cd0495c87e48f0284ce138d,0
aug_seed_000127_single_row_subset_001,seed_000127,a03c590bc029743b1564e6850bacb6ce603585a4f95edbe545e2f1ed06960cca,a03c590bc029743b1564e6850bacb6ce603585a4f95edbe545e2f1ed06960cca,0
seed_000145,seed_000145,6aa9a3f2c7cbe89ccf07e10b6adf2ef737b4da6f7678c7240fd2898c81a1a423,6aa9a3f2c7cbe89ccf07e10b6adf2ef737b4da6f7678c7240fd2898c81a1a423,0
seed_000226,seed_000226,877bc6a64ed01a7f13977aa3acf9ff2b341243cc6e56297a6cb26ee682cd0c7f,877bc6a64ed01a7f13977aa3acf9ff2b341243cc6e56297a6cb26ee682cd0c7f,0
aug_seed_000002_relational_format_variant_002,seed_000002,26a00dca5b8b93b0e9f102cf1d47bfefb0e02fe565c797d9d400e091e124019c,26a00dca5b8b93b0e9f102cf1d47bfefb0e02fe565c797d9d400e091e124019c,0
aug_seed_000287_single_row_subset_001,seed_000287,944973957fe2186c9e1e865fcc7581858db17fdbd26c5080e66a943fd61c35d6,944973957fe2186c9e1e865fcc7581858db17fdbd26c5080e66a943fd61c35d6,0
seed_000127,seed_000127,6bf11005e7f210dfdef50ae928d951b0e4559e1be81c626134f76a09a09cc022,6bf11005e7f210dfdef50ae928d951b0e4559e1be81c626134f76a09a09cc022,0
seed_000296,seed_000296,03ba26420b453af7fc718d841549eba1cb58e01aee521a439749fbaed49591e7,03ba26420b453af7fc718d841549eba1cb58e01aee521a439749fbaed49591e7,0
seed_000042,seed_000042,3b6953467f6e9d0748fd9ce7210b1575996e4898d646c8de4ffbe0c59ecbc78b,3b6953467f6e9d0748fd9ce7210b1575996e4898d646c8de4ffbe0c59ecbc78b,0
aug_seed_000116_single_row_subset_001,seed_000116,a40d079f444de42edc40a1e2ccef021a89ab6ca626cf7f55b38578500f79c488,a40d079f444de42edc40a1e2ccef021a89ab6ca626cf7f55b38578500f79c488,0
aug_seed_000260_single_row_subset_001,seed_000260,68626a1b4759ecd706806768650fd1c33928255ed8bf876cdcb711073923fa4a,68626a1b4759ecd706806768650fd1c33928255ed8bf876cdcb711073923fa4a,0
seed_000229,seed_000229,018194c7001f423403c21909d1d71556aac2cecf48c4d08c7b721a7b71118f28,018194c7001f423403c21909d1d71556aac2cecf48c4d08c7b721a7b71118f28,0
aug_seed_000189_small_batch_subset_001,seed_000189,19eb059f1daca38b5db7e32f81a13c1c8689a39702e91710b22bccf4a67f82f7,19eb059f1daca38b5db7e32f81a13c1c8689a39702e91710b22bccf4a67f82f7,0
aug_seed_000139_single_row_subset_001,seed_000139,c3f840a7a08fba16e66e8b9188b5e42fbc6e43db318c1a89a9ebcc110b8ce14e,c3f840a7a08fba16e66e8b9188b5e42fbc6e43db318c1a89a9ebcc110b8ce14e,0
seed_000094,seed_000094,e5cfb2c08486890847810d498e13a48a843ff18dfe4721806acdeb1702c84885,e5cfb2c08486890847810d498e13a48a843ff18dfe4721806acdeb1702c84885,0
seed_000101,seed_000101,d0d9f5c7a2cb272f844d087957138bc50b55ff129870ca260440a73f976568a9,d0d9f5c7a2cb272f844d087957138bc50b55ff129870ca260440a73f976568a9,0
seed_000106,seed_000106,36b20b8ac69761e5a30af165fd726af8e77bbba572e93694bcd7b75066b3174c,36b20b8ac69761e5a30af165fd726af8e77bbba572e93694bcd7b75066b3174c,0
seed_000212,seed_000212,09fb10e528b859ee83957085ca47f7be03f9405d53757ab1c8fdfc2e36c477de,09fb10e528b859ee83957085ca47f7be03f9405d53757ab1c8fdfc2e36c477de,0
aug_seed_000092_single_row_subset_002,seed_000092,35e84d54102063ed090b3d83b22f6738c7f3e545be3c50c5ddb459c3d0869bef,35e84d54102063ed090b3d83b22f6738c7f3e545be3c50c5ddb459c3d0869bef,0
aug_seed_000346_relational_format_variant_001,seed_000346,718c9706f53069156e572fd71bcd06de37ed775663375068cd3f452131026a8d,718c9706f53069156e572fd71bcd06de37ed775663375068cd3f452131026a8d,0
aug_seed_000248_single_row_subset_001,seed_000248,b06e9278f9b0ff1f813fa67d77dc18221616396cd3b9da8bb31b141e96bfcc8c,b06e9278f9b0ff1f813fa67d77dc18221616396cd3b9da8bb31b141e96bfcc8c,0
seed_000288,seed_000288,106f169c7a9178494077b763cab6f3d8a6d1f89d3d86c4bc94c17bbdd4061308,106f169c7a9178494077b763cab6f3d8a6d1f89d3d86c4bc94c17bbdd4061308,0
seed_000301,seed_000301,24d163facd8b45c33cfcca7464a7b5274ab7f7816d5c8ce0064c9ab6ead8f620,24d163facd8b45c33cfcca7464a7b5274ab7f7816d5c8ce0064c9ab6ead8f620,0
aug_seed_000222_small_batch_subset_001,seed_000222,746d78071c8e1fb9f5b26614f66832a0f311d258df8023a3e0ef56f2ebab7025,746d78071c8e1fb9f5b26614f66832a0f311d258df8023a3e0ef56f2ebab7025,0
seed_000182,seed_000182,8e109d467de5b08718e3b8880e01f4dc3527486ce3976391361711ff777ae6ff,8e109d467de5b08718e3b8880e01f4dc3527486ce3976391361711ff777ae6ff,0
seed_000085,seed_000085,d14bbe48d7234c8c46b71b1a2c04533ac9b7a5f85e30858890ba7c1155624591,d14bbe48d7234c8c46b71b1a2c04533ac9b7a5f85e30858890ba7c1155624591,0
seed_000343,seed_000343,8e2f9bfea6188722a0a17b7f993da4fde7e1c11ea9a17f98591de6c5b4b89c52,8e2f9bfea6188722a0a17b7f993da4fde7e1c11ea9a17f98591de6c5b4b89c52,0
aug_seed_000245_single_row_subset_001,seed_000245,7aed75faca75713b72bbbbcbd3757946da8b865043c556fff9fe0339af5a34f0,7aed75faca75713b72bbbbcbd3757946da8b865043c556fff9fe0339af5a34f0,0
seed_000020,seed_000020,83e64cc8851bdc7a7fd952d012bcce44f501394911167dc1525e3c1e1bc5929b,83e64cc8851bdc7a7fd952d012bcce44f501394911167dc1525e3c1e1bc5929b,0
aug_seed_000216_single_row_subset_001,seed_000216,0ebbbc19d173a155f5206ad7a0fdecc8aa02eb61453a79cb16fc61d346068e6a,0ebbbc19d173a155f5206ad7a0fdecc8aa02eb61453a79cb16fc61d346068e6a,0
aug_seed_000275_relational_format_variant_002,seed_000275,c389a642fdf8fa7937810591baaf92ceefb26b380dc7036756ed51ffb2e420e9,c389a642fdf8fa7937810591baaf92ceefb26b380dc7036756ed51ffb2e420e9,0
seed_000151,seed_000151,298be4569c5cabeea0fc59d41834a6ded1f58b60fdfb08a62583c85cd24ea98a,298be4569c5cabeea0fc59d41834a6ded1f58b60fdfb08a62583c85cd24ea98a,0
seed_000267,seed_000267,8e4460dfee4a5c8627835437b279ee4977016defd4f0cc89b5288abbeb20fc46,8e4460dfee4a5c8627835437b279ee4977016defd4f0cc89b5288abbeb20fc46,0
aug_seed_000241_small_batch_subset_001,seed_000241,07fbded5d217cb72a88a05fb55cd39ac2577697351dec391fe1bd875046706cd,07fbded5d217cb72a88a05fb55cd39ac2577697351dec391fe1bd875046706cd,0
aug_seed_000078_relational_format_variant_001,seed_000078,b826c7144a8616705bded73f8ce27ace5bc68e6cc17f0edb7be989a6dc9f52c5,b826c7144a8616705bded73f8ce27ace5bc68e6cc17f0edb7be989a6dc9f52c5,0
seed_000252,seed_000252,9b892d3110658d6a9c816bdaef7e25a41ed7508909f787c21fe116ef97b5568c,9b892d3110658d6a9c816bdaef7e25a41ed7508909f787c21fe116ef97b5568c,0
aug_seed_000234_relational_format_variant_001,seed_000234,1b6c22a532b0c95d75db09475b1e63687556e53b298f4dd41b3bd9467d999d28,1b6c22a532b0c95d75db09475b1e63687556e53b298f4dd41b3bd9467d999d28,0
seed_000218,seed_000218,399aa3805b8862589331bddb5e8c73568ff1370661a089789a917860e08b5296,399aa3805b8862589331bddb5e8c73568ff1370661a089789a917860e08b5296,0
aug_seed_000127_small_batch_subset_001,seed_000127,6992bdb2761c98081f754aef725ed2f8c81b17a347e53caa2bd435d505ed1e20,6992bdb2761c98081f754aef725ed2f8c81b17a347e53caa2bd435d505ed1e20,0
seed_000346,seed_000346,558570c9721b9ea8d9e33747e8fd0cd9792413098f7c38cbef7cd416739a4322,558570c9721b9ea8d9e33747e8fd0cd9792413098f7c38cbef7cd416739a4322,0
aug_seed_000222_single_row_subset_001,seed_000222,5330ef74730077e2014cffba77c6856b9b6a2d34d1f7ce0440ff38835365035e,5330ef74730077e2014cffba77c6856b9b6a2d34d1f7ce0440ff38835365035e,0
aug_seed_000191_single_row_subset_001,seed_000191,db9f789148e2d95aa859e95fbe49c6e74afd6678d25217651915e30e2f26527a,db9f789148e2d95aa859e95fbe49c6e74afd6678d25217651915e30e2f26527a,0
aug_seed_000051_small_batch_subset_002,seed_000051,aa0e8ad27a9ead25ecbfa53b4397e78bb10d19230848d51dafc31dcf48e22920,aa0e8ad27a9ead25ecbfa53b4397e78bb10d19230848d51dafc31dcf48e22920,0
aug_seed_000165_single_row_subset_001,seed_000165,30cd8c66ecc815ffde4849cfd087ccadbdbc2008b3586fbec1069527e8976206,30cd8c66ecc815ffde4849cfd087ccadbdbc2008b3586fbec1069527e8976206,0
aug_seed_000091_single_row_subset_002,seed_000091,afd1bf484ad6a209418d9196e78946474c55163cdde43c5ec12cfcd574a08650,afd1bf484ad6a209418d9196e78946474c55163cdde43c5ec12cfcd574a08650,0
seed_000334,seed_000334,cc6e05b5b4a923764ea6d0fbf60a9852f1ad8b2381e0b46c0b725ce183b5aa0e,cc6e05b5b4a923764ea6d0fbf60a9852f1ad8b2381e0b46c0b725ce183b5aa0e,0
seed_000003,seed_000003,74a14118c90d94dc8d266c77eac1104f01b65b729f56482cf70de79b0368f05c,74a14118c90d94dc8d266c77eac1104f01b65b729f56482cf70de79b0368f05c,0
seed_000211,seed_000211,46984a662416c78fbfbfaa50565595da6146e5215361c8037b98c8b3dfe78a76,46984a662416c78fbfbfaa50565595da6146e5215361c8037b98c8b3dfe78a76,0
